symbol,timestamp,open,high,low,close,volume,trade_count,vwap
ETH/USD,2023-05-09 21:19:00+00:00,1853.57,1853.93,1853.55,1853.55,1.2559,6.0,1853.5785261565
ETH/USD,2023-05-09 21:20:00+00:00,1854.2,1854.38,1854.2,1854.38,0.5595,2.0,1854.3735656836
