symbol,timestamp,open,high,low,close,volume,trade_count,vwap
BTC/USD,2023-05-09 18:13:00+00:00,28015.94,28015.94,27984.09,27994.75,5.13534,51.0,28008.1726797641
BTC/USD,2023-05-09 18:14:00+00:00,27984.1,27984.1,27950.53,27962.03,8.59972,67.0,27954.3703562674
BTC/USD,2023-05-09 18:40:00+00:00,28036.69,28036.69,28006.69,28021.61,5.21888,93.0,28019.8020878043
BTC/USD,2023-05-09 19:23:00+00:00,27878.0,27907.99,27865.27,27895.42,11.305691453,114.0,27884.8288809359
